antecedents,consequents,support,confidence,lift
"o3=high, pm2_5=high, so2=high","humidity=med, pm10=high",0.25,1.0,2.6666666666666665
"o3=high, so2=high","humidity=med, pm10=high, pm2_5=high",0.25,1.0,2.6666666666666665
"o3=high, pm10=high, so2=high, wind_speed=med",pm2_5=high,0.25,1.0,2.6666666666666665
"pm10=high, pm2_5=high, so2=high, wind_speed=med",o3=high,0.25,1.0,2.6666666666666665
"o3=high, pm10=high, pm2_5=high, wind_speed=med",so2=high,0.25,1.0,2.6666666666666665
"o3=high, pm2_5=high, so2=high, wind_speed=med",pm10=high,0.25,1.0,2.6666666666666665
"o3=high, pm10=high, so2=high","pm2_5=high, wind_speed=med",0.25,1.0,2.6666666666666665
"pm10=high, pm2_5=high, so2=high","o3=high, wind_speed=med",0.25,1.0,2.6666666666666665
"o3=high, pm10=high, pm2_5=high","so2=high, wind_speed=med",0.25,1.0,2.6666666666666665
"o3=high, so2=high, wind_speed=med","pm10=high, pm2_5=high",0.25,1.0,2.6666666666666665
"o3=high, pm2_5=high, so2=high","pm10=high, wind_speed=med",0.25,1.0,2.6666666666666665
"o3=high, so2=high","pm10=high, pm2_5=high, wind_speed=med",0.25,1.0,2.6666666666666665
"o3=high, pm10=high, precip=med, so2=high",pm2_5=high,0.25,1.0,2.6666666666666665
"pm10=high, pm2_5=high, precip=med, so2=high",o3=high,0.25,1.0,2.6666666666666665
"o3=high, pm10=high, pm2_5=high, precip=med",so2=high,0.25,1.0,2.6666666666666665
"o3=high, pm2_5=high, precip=med, so2=high",pm10=high,0.25,1.0,2.6666666666666665
"o3=high, pm10=high, so2=high","pm2_5=high, precip=med",0.25,1.0,2.6666666666666665
"pm10=high, pm2_5=high, so2=high","o3=high, precip=med",0.25,1.0,2.6666666666666665
"o3=high, pm10=high, pm2_5=high","precip=med, so2=high",0.25,1.0,2.6666666666666665
"o3=high, precip=med, so2=high","pm10=high, pm2_5=high",0.25,1.0,2.6666666666666665
"o3=high, pm2_5=high, so2=high","pm10=high, precip=med",0.25,1.0,2.6666666666666665
"o3=high, so2=high","pm10=high, pm2_5=high, precip=med",0.25,1.0,2.6666666666666665
"humidity=med, o3=high, pm10=high, temp=med",pm2_5=high,0.25,1.0,2.6666666666666665
"humidity=med, o3=high, pm2_5=high, temp=med",pm10=high,0.25,1.0,2.6666666666666665
"o3=high, pm10=high, temp=med","humidity=med, pm2_5=high",0.25,1.0,2.6666666666666665
"humidity=med, o3=high, pm10=high","pm2_5=high, temp=med",0.25,1.0,2.6666666666666665
"o3=high, pm2_5=high, temp=med","humidity=med, pm10=high",0.25,1.0,2.6666666666666665
"humidity=med, o3=high, pm2_5=high","pm10=high, temp=med",0.25,1.0,2.6666666666666665
"o3=high, pm10=high","humidity=med, pm2_5=high, temp=med",0.25,1.0,2.6666666666666665
"o3=high, pm2_5=high","humidity=med, pm10=high, temp=med",0.25,1.0,2.6666666666666665
"o3=high, pm10=high, temp=med, wind_speed=med",pm2_5=high,0.25,1.0,2.6666666666666665
"o3=high, pm2_5=high, temp=med, wind_speed=med",pm10=high,0.25,1.0,2.6666666666666665
"o3=high, pm10=high, temp=med","pm2_5=high, wind_speed=med",0.25,1.0,2.6666666666666665
"o3=high, pm10=high, wind_speed=med","pm2_5=high, temp=med",0.25,1.0,2.6666666666666665
"o3=high, pm2_5=high, temp=med","pm10=high, wind_speed=med",0.25,1.0,2.6666666666666665
"o3=high, pm2_5=high, wind_speed=med","pm10=high, temp=med",0.25,1.0,2.6666666666666665
"o3=high, pm10=high","pm2_5=high, temp=med, wind_speed=med",0.25,1.0,2.6666666666666665
"o3=high, pm2_5=high","pm10=high, temp=med, wind_speed=med",0.25,1.0,2.6666666666666665
"o3=high, pm10=high, precip=med, temp=med",pm2_5=high,0.25,1.0,2.6666666666666665
"o3=high, pm2_5=high, precip=med, temp=med",pm10=high,0.25,1.0,2.6666666666666665
"o3=high, pm10=high, temp=med","pm2_5=high, precip=med",0.25,1.0,2.6666666666666665
"o3=high, pm10=high, precip=med","pm2_5=high, temp=med",0.25,1.0,2.6666666666666665
"o3=high, pm2_5=high, temp=med","pm10=high, precip=med",0.25,1.0,2.6666666666666665
"o3=high, pm2_5=high, precip=med","pm10=high, temp=med",0.25,1.0,2.6666666666666665
"o3=high, pm10=high","pm2_5=high, precip=med, temp=med",0.25,1.0,2.6666666666666665
"o3=high, pm2_5=high","pm10=high, precip=med, temp=med",0.25,1.0,2.6666666666666665
"humidity=med, o3=high, pm10=high, wind_speed=med",pm2_5=high,0.25,1.0,2.6666666666666665
"humidity=med, o3=high, pm2_5=high, wind_speed=med",pm10=high,0.25,1.0,2.6666666666666665
"humidity=med, o3=high, pm10=high","pm2_5=high, wind_speed=med",0.25,1.0,2.6666666666666665
"o3=high, pm10=high, wind_speed=med","humidity=med, pm2_5=high",0.25,1.0,2.6666666666666665
"humidity=med, o3=high, pm2_5=high","pm10=high, wind_speed=med",0.25,1.0,2.6666666666666665
"o3=high, pm2_5=high, wind_speed=med","humidity=med, pm10=high",0.25,1.0,2.6666666666666665
"o3=high, pm10=high","humidity=med, pm2_5=high, wind_speed=med",0.25,1.0,2.6666666666666665
"o3=high, pm2_5=high","humidity=med, pm10=high, wind_speed=med",0.25,1.0,2.6666666666666665
"humidity=med, o3=high, pm10=high, precip=med",pm2_5=high,0.25,1.0,2.6666666666666665
"humidity=med, o3=high, pm2_5=high, precip=med",pm10=high,0.25,1.0,2.6666666666666665
"humidity=med, o3=high, pm10=high","pm2_5=high, precip=med",0.25,1.0,2.6666666666666665
"o3=high, pm10=high, precip=med","humidity=med, pm2_5=high",0.25,1.0,2.6666666666666665
"humidity=med, o3=high, pm2_5=high","pm10=high, precip=med",0.25,1.0,2.6666666666666665
"o3=high, pm2_5=high, precip=med","humidity=med, pm10=high",0.25,1.0,2.6666666666666665
"o3=high, pm10=high","humidity=med, pm2_5=high, precip=med",0.25,1.0,2.6666666666666665
"o3=high, pm2_5=high","humidity=med, pm10=high, precip=med",0.25,1.0,2.6666666666666665
"o3=high, pm10=high, precip=med, wind_speed=med",pm2_5=high,0.25,1.0,2.6666666666666665
"o3=high, pm2_5=high, precip=med, wind_speed=med",pm10=high,0.25,1.0,2.6666666666666665
"o3=high, pm10=high, wind_speed=med","pm2_5=high, precip=med",0.25,1.0,2.6666666666666665
"o3=high, pm10=high, precip=med","pm2_5=high, wind_speed=med",0.25,1.0,2.6666666666666665
"o3=high, pm2_5=high, wind_speed=med","pm10=high, precip=med",0.25,1.0,2.6666666666666665
"o3=high, pm2_5=high, precip=med","pm10=high, wind_speed=med",0.25,1.0,2.6666666666666665
"o3=high, pm10=high","pm2_5=high, precip=med, wind_speed=med",0.25,1.0,2.6666666666666665
"o3=high, pm2_5=high","pm10=high, precip=med, wind_speed=med",0.25,1.0,2.6666666666666665
"humidity=med, pm10=high, so2=high, temp=med",pm2_5=high,0.25,1.0,2.6666666666666665
"humidity=med, pm2_5=high, so2=high, temp=med",pm10=high,0.25,1.0,2.6666666666666665
"pm10=high, so2=high, temp=med","humidity=med, pm2_5=high",0.25,1.0,2.6666666666666665
"humidity=med, pm10=high, so2=high","pm2_5=high, temp=med",0.25,1.0,2.6666666666666665
"pm2_5=high, so2=high, temp=med","humidity=med, pm10=high",0.25,1.0,2.6666666666666665
"humidity=med, pm2_5=high, so2=high","pm10=high, temp=med",0.25,1.0,2.6666666666666665
"pm10=high, so2=high","humidity=med, pm2_5=high, temp=med",0.25,1.0,2.6666666666666665
"pm2_5=high, so2=high","humidity=med, pm10=high, temp=med",0.25,1.0,2.6666666666666665
"pm10=high, so2=high, temp=med, wind_speed=med",pm2_5=high,0.25,1.0,2.6666666666666665
"pm2_5=high, so2=high, temp=med, wind_speed=med",pm10=high,0.25,1.0,2.6666666666666665
"pm10=high, so2=high, temp=med","pm2_5=high, wind_speed=med",0.25,1.0,2.6666666666666665
"pm10=high, so2=high, wind_speed=med","pm2_5=high, temp=med",0.25,1.0,2.6666666666666665
"pm2_5=high, so2=high, temp=med","pm10=high, wind_speed=med",0.25,1.0,2.6666666666666665
"pm2_5=high, so2=high, wind_speed=med","pm10=high, temp=med",0.25,1.0,2.6666666666666665
"pm10=high, so2=high","pm2_5=high, temp=med, wind_speed=med",0.25,1.0,2.6666666666666665
"pm2_5=high, so2=high","pm10=high, temp=med, wind_speed=med",0.25,1.0,2.6666666666666665
"pm10=high, precip=med, so2=high, temp=med",pm2_5=high,0.25,1.0,2.6666666666666665
"pm2_5=high, precip=med, so2=high, temp=med",pm10=high,0.25,1.0,2.6666666666666665
"pm10=high, so2=high, temp=med","pm2_5=high, precip=med",0.25,1.0,2.6666666666666665
"pm10=high, precip=med, so2=high","pm2_5=high, temp=med",0.25,1.0,2.6666666666666665
"pm2_5=high, so2=high, temp=med","pm10=high, precip=med",0.25,1.0,2.6666666666666665
"pm2_5=high, precip=med, so2=high","pm10=high, temp=med",0.25,1.0,2.6666666666666665
"pm10=high, so2=high","pm2_5=high, precip=med, temp=med",0.25,1.0,2.6666666666666665
"pm2_5=high, so2=high","pm10=high, precip=med, temp=med",0.25,1.0,2.6666666666666665
"humidity=med, pm10=high, so2=high, wind_speed=med",pm2_5=high,0.25,1.0,2.6666666666666665
"humidity=med, pm2_5=high, so2=high, wind_speed=med",pm10=high,0.25,1.0,2.6666666666666665
"humidity=med, pm10=high, so2=high","pm2_5=high, wind_speed=med",0.25,1.0,2.6666666666666665
"pm10=high, so2=high, wind_speed=med","humidity=med, pm2_5=high",0.25,1.0,2.6666666666666665
"humidity=med, pm2_5=high, so2=high","pm10=high, wind_speed=med",0.25,1.0,2.6666666666666665
"pm2_5=high, so2=high, wind_speed=med","humidity=med, pm10=high",0.25,1.0,2.6666666666666665
"pm10=high, so2=high","humidity=med, pm2_5=high, wind_speed=med",0.25,1.0,2.6666666666666665
"pm2_5=high, so2=high","humidity=med, pm10=high, wind_speed=med",0.25,1.0,2.6666666666666665
"humidity=med, pm10=high, precip=med, so2=high",pm2_5=high,0.25,1.0,2.6666666666666665
"humidity=med, pm2_5=high, precip=med, so2=high",pm10=high,0.25,1.0,2.6666666666666665
"humidity=med, pm10=high, so2=high","pm2_5=high, precip=med",0.25,1.0,2.6666666666666665
"pm10=high, precip=med, so2=high","humidity=med, pm2_5=high",0.25,1.0,2.6666666666666665
"humidity=med, pm2_5=high, so2=high","pm10=high, precip=med",0.25,1.0,2.6666666666666665
"pm2_5=high, precip=med, so2=high","humidity=med, pm10=high",0.25,1.0,2.6666666666666665
"pm10=high, so2=high","humidity=med, pm2_5=high, precip=med",0.25,1.0,2.6666666666666665
"pm2_5=high, so2=high","humidity=med, pm10=high, precip=med",0.25,1.0,2.6666666666666665
"pm10=high, precip=med, so2=high, wind_speed=med",pm2_5=high,0.25,1.0,2.6666666666666665
"pm2_5=high, precip=med, so2=high, wind_speed=med",pm10=high,0.25,1.0,2.6666666666666665
"pm10=high, so2=high, wind_speed=med","pm2_5=high, precip=med",0.25,1.0,2.6666666666666665
"pm10=high, precip=med, so2=high","pm2_5=high, wind_speed=med",0.25,1.0,2.6666666666666665
"pm2_5=high, so2=high, wind_speed=med","pm10=high, precip=med",0.25,1.0,2.6666666666666665
"pm2_5=high, precip=med, so2=high","pm10=high, wind_speed=med",0.25,1.0,2.6666666666666665
"pm10=high, so2=high","pm2_5=high, precip=med, wind_speed=med",0.25,1.0,2.6666666666666665
"pm2_5=high, so2=high","pm10=high, precip=med, wind_speed=med",0.25,1.0,2.6666666666666665
"co=med, humidity=med, pm10=high, temp=med",pm2_5=high,0.25,1.0,2.6666666666666665
"co=med, humidity=med, pm2_5=high, temp=med",pm10=high,0.25,1.0,2.6666666666666665
"co=med, pm10=high, temp=med","humidity=med, pm2_5=high",0.25,1.0,2.6666666666666665
"co=med, humidity=med, pm10=high","pm2_5=high, temp=med",0.25,1.0,2.6666666666666665
"co=med, humidity=med, temp=med","pm10=high, pm2_5=high",0.25,1.0,2.6666666666666665
"co=med, pm2_5=high, temp=med","humidity=med, pm10=high",0.25,1.0,2.6666666666666665
"co=med, humidity=med, pm2_5=high","pm10=high, temp=med",0.25,1.0,2.6666666666666665
"co=med, pm10=high","humidity=med, pm2_5=high, temp=med",0.25,1.0,2.6666666666666665
"co=med, temp=med","humidity=med, pm10=high, pm2_5=high",0.25,1.0,2.6666666666666665
"co=med, humidity=med","pm10=high, pm2_5=high, temp=med",0.25,1.0,2.6666666666666665
"co=med, pm2_5=high","humidity=med, pm10=high, temp=med",0.25,1.0,2.6666666666666665
co=med,"humidity=med, pm10=high, pm2_5=high, temp=med",0.25,1.0,2.6666666666666665
"co=med, pm10=high, temp=med, wind_speed=med",pm2_5=high,0.25,1.0,2.6666666666666665
"co=med, pm2_5=high, temp=med, wind_speed=med",pm10=high,0.25,1.0,2.6666666666666665
"co=med, pm10=high, temp=med","pm2_5=high, wind_speed=med",0.25,1.0,2.6666666666666665
"co=med, pm10=high, wind_speed=med","pm2_5=high, temp=med",0.25,1.0,2.6666666666666665
"co=med, temp=med, wind_speed=med","pm10=high, pm2_5=high",0.25,1.0,2.6666666666666665
"co=med, pm2_5=high, temp=med","pm10=high, wind_speed=med",0.25,1.0,2.6666666666666665
"co=med, pm2_5=high, wind_speed=med","pm10=high, temp=med",0.25,1.0,2.6666666666666665
"co=med, pm10=high","pm2_5=high, temp=med, wind_speed=med",0.25,1.0,2.6666666666666665
"co=med, temp=med","pm10=high, pm2_5=high, wind_speed=med",0.25,1.0,2.6666666666666665
"co=med, wind_speed=med","pm10=high, pm2_5=high, temp=med",0.25,1.0,2.6666666666666665
"co=med, pm2_5=high","pm10=high, temp=med, wind_speed=med",0.25,1.0,2.6666666666666665
co=med,"pm10=high, pm2_5=high, temp=med, wind_speed=med",0.25,1.0,2.6666666666666665
"co=med, pm10=high, precip=med, temp=med",pm2_5=high,0.25,1.0,2.6666666666666665
"co=med, pm2_5=high, precip=med, temp=med",pm10=high,0.25,1.0,2.6666666666666665
"co=med, pm10=high, temp=med","pm2_5=high, precip=med",0.25,1.0,2.6666666666666665
"co=med, pm10=high, precip=med","pm2_5=high, temp=med",0.25,1.0,2.6666666666666665
"co=med, precip=med, temp=med","pm10=high, pm2_5=high",0.25,1.0,2.6666666666666665
"co=med, pm2_5=high, temp=med","pm10=high, precip=med",0.25,1.0,2.6666666666666665
"co=med, pm2_5=high, precip=med","pm10=high, temp=med",0.25,1.0,2.6666666666666665
"co=med, pm10=high","pm2_5=high, precip=med, temp=med",0.25,1.0,2.6666666666666665
"co=med, temp=med","pm10=high, pm2_5=high, precip=med",0.25,1.0,2.6666666666666665
"co=med, precip=med","pm10=high, pm2_5=high, temp=med",0.25,1.0,2.6666666666666665
"co=med, pm2_5=high","pm10=high, precip=med, temp=med",0.25,1.0,2.6666666666666665
co=med,"pm10=high, pm2_5=high, precip=med, temp=med",0.25,1.0,2.6666666666666665
"co=med, humidity=med, pm10=high, wind_speed=med",pm2_5=high,0.25,1.0,2.6666666666666665
"co=med, humidity=med, pm2_5=high, wind_speed=med",pm10=high,0.25,1.0,2.6666666666666665
"co=med, humidity=med, pm10=high","pm2_5=high, wind_speed=med",0.25,1.0,2.6666666666666665
"co=med, pm10=high, wind_speed=med","humidity=med, pm2_5=high",0.25,1.0,2.6666666666666665
"co=med, humidity=med, wind_speed=med","pm10=high, pm2_5=high",0.25,1.0,2.6666666666666665
"co=med, humidity=med, pm2_5=high","pm10=high, wind_speed=med",0.25,1.0,2.6666666666666665
"co=med, pm2_5=high, wind_speed=med","humidity=med, pm10=high",0.25,1.0,2.6666666666666665
"co=med, pm10=high","humidity=med, pm2_5=high, wind_speed=med",0.25,1.0,2.6666666666666665
"co=med, humidity=med","pm10=high, pm2_5=high, wind_speed=med",0.25,1.0,2.6666666666666665
"co=med, wind_speed=med","humidity=med, pm10=high, pm2_5=high",0.25,1.0,2.6666666666666665
"co=med, pm2_5=high","humidity=med, pm10=high, wind_speed=med",0.25,1.0,2.6666666666666665
co=med,"humidity=med, pm10=high, pm2_5=high, wind_speed=med",0.25,1.0,2.6666666666666665
"co=med, humidity=med, pm10=high, precip=med",pm2_5=high,0.25,1.0,2.6666666666666665
"co=med, humidity=med, pm2_5=high, precip=med",pm10=high,0.25,1.0,2.6666666666666665
"co=med, humidity=med, pm10=high","pm2_5=high, precip=med",0.25,1.0,2.6666666666666665
"co=med, pm10=high, precip=med","humidity=med, pm2_5=high",0.25,1.0,2.6666666666666665
"co=med, humidity=med, precip=med","pm10=high, pm2_5=high",0.25,1.0,2.6666666666666665
"co=med, humidity=med, pm2_5=high","pm10=high, precip=med",0.25,1.0,2.6666666666666665
"co=med, pm2_5=high, precip=med","humidity=med, pm10=high",0.25,1.0,2.6666666666666665
"co=med, pm10=high","humidity=med, pm2_5=high, precip=med",0.25,1.0,2.6666666666666665
"co=med, humidity=med","pm10=high, pm2_5=high, precip=med",0.25,1.0,2.6666666666666665
"co=med, precip=med","humidity=med, pm10=high, pm2_5=high",0.25,1.0,2.6666666666666665
"co=med, pm2_5=high","humidity=med, pm10=high, precip=med",0.25,1.0,2.6666666666666665
co=med,"humidity=med, pm10=high, pm2_5=high, precip=med",0.25,1.0,2.6666666666666665
"co=med, pm10=high, precip=med, wind_speed=med",pm2_5=high,0.25,1.0,2.6666666666666665
"co=med, pm2_5=high, precip=med, wind_speed=med",pm10=high,0.25,1.0,2.6666666666666665
"co=med, pm10=high, wind_speed=med","pm2_5=high, precip=med",0.25,1.0,2.6666666666666665
"co=med, pm10=high, precip=med","pm2_5=high, wind_speed=med",0.25,1.0,2.6666666666666665
"co=med, precip=med, wind_speed=med","pm10=high, pm2_5=high",0.25,1.0,2.6666666666666665
"co=med, pm2_5=high, wind_speed=med","pm10=high, precip=med",0.25,1.0,2.6666666666666665
"co=med, pm2_5=high, precip=med","pm10=high, wind_speed=med",0.25,1.0,2.6666666666666665
"co=med, pm10=high","pm2_5=high, precip=med, wind_speed=med",0.25,1.0,2.6666666666666665
"co=med, wind_speed=med","pm10=high, pm2_5=high, precip=med",0.25,1.0,2.6666666666666665
"co=med, precip=med","pm10=high, pm2_5=high, wind_speed=med",0.25,1.0,2.6666666666666665
"co=med, pm2_5=high","pm10=high, precip=med, wind_speed=med",0.25,1.0,2.6666666666666665
co=med,"pm10=high, pm2_5=high, precip=med, wind_speed=med",0.25,1.0,2.6666666666666665
"humidity=med, o3=high, so2=high, temp=med",pm2_5=high,0.25,1.0,2.6666666666666665
"humidity=med, pm2_5=high, so2=high, temp=med",o3=high,0.25,1.0,2.6666666666666665
"humidity=med, o3=high, pm2_5=high, temp=med",so2=high,0.25,1.0,2.6666666666666665
"humidity=med, o3=high, so2=high","pm2_5=high, temp=med",0.25,1.0,2.6666666666666665
"humidity=med, pm2_5=high, so2=high","o3=high, temp=med",0.25,1.0,2.6666666666666665
"humidity=med, o3=high, pm2_5=high","so2=high, temp=med",0.25,1.0,2.6666666666666665
"o3=high, so2=high, temp=med","humidity=med, pm2_5=high",0.25,1.0,2.6666666666666665
"pm2_5=high, so2=high, temp=med","humidity=med, o3=high",0.25,1.0,2.6666666666666665
"o3=high, pm2_5=high, temp=med","humidity=med, so2=high",0.25,1.0,2.6666666666666665
"o3=high, so2=high","humidity=med, pm2_5=high, temp=med",0.25,1.0,2.6666666666666665
"pm2_5=high, so2=high","humidity=med, o3=high, temp=med",0.25,1.0,2.6666666666666665
"o3=high, pm2_5=high","humidity=med, so2=high, temp=med",0.25,1.0,2.6666666666666665
"o3=high, so2=high, temp=med, wind_speed=med",pm2_5=high,0.25,1.0,2.6666666666666665
"pm2_5=high, so2=high, temp=med, wind_speed=med",o3=high,0.25,1.0,2.6666666666666665
"o3=high, pm2_5=high, temp=med, wind_speed=med",so2=high,0.25,1.0,2.6666666666666665
"o3=high, so2=high, temp=med","pm2_5=high, wind_speed=med",0.25,1.0,2.6666666666666665
"pm2_5=high, so2=high, temp=med","o3=high, wind_speed=med",0.25,1.0,2.6666666666666665
"o3=high, pm2_5=high, temp=med","so2=high, wind_speed=med",0.25,1.0,2.6666666666666665
"o3=high, so2=high, wind_speed=med","pm2_5=high, temp=med",0.25,1.0,2.6666666666666665
"pm2_5=high, so2=high, wind_speed=med","o3=high, temp=med",0.25,1.0,2.6666666666666665
"o3=high, pm2_5=high, wind_speed=med","so2=high, temp=med",0.25,1.0,2.6666666666666665
"o3=high, so2=high","pm2_5=high, temp=med, wind_speed=med",0.25,1.0,2.6666666666666665
"pm2_5=high, so2=high","o3=high, temp=med, wind_speed=med",0.25,1.0,2.6666666666666665
"o3=high, pm2_5=high","so2=high, temp=med, wind_speed=med",0.25,1.0,2.6666666666666665
"o3=high, precip=med, so2=high, temp=med",pm2_5=high,0.25,1.0,2.6666666666666665
"pm2_5=high, precip=med, so2=high, temp=med",o3=high,0.25,1.0,2.6666666666666665
"o3=high, pm2_5=high, precip=med, temp=med",so2=high,0.25,1.0,2.6666666666666665
"o3=high, so2=high, temp=med","pm2_5=high, precip=med",0.25,1.0,2.6666666666666665
"pm2_5=high, so2=high, temp=med","o3=high, precip=med",0.25,1.0,2.6666666666666665
"o3=high, pm2_5=high, temp=med","precip=med, so2=high",0.25,1.0,2.6666666666666665
"o3=high, precip=med, so2=high","pm2_5=high, temp=med",0.25,1.0,2.6666666666666665
"pm2_5=high, precip=med, so2=high","o3=high, temp=med",0.25,1.0,2.6666666666666665
"o3=high, pm2_5=high, precip=med","so2=high, temp=med",0.25,1.0,2.6666666666666665
"o3=high, so2=high","pm2_5=high, precip=med, temp=med",0.25,1.0,2.6666666666666665
"pm2_5=high, so2=high","o3=high, precip=med, temp=med",0.25,1.0,2.6666666666666665
"o3=high, pm2_5=high","precip=med, so2=high, temp=med",0.25,1.0,2.6666666666666665
"humidity=med, o3=high, so2=high, wind_speed=med",pm2_5=high,0.25,1.0,2.6666666666666665
"humidity=med, pm2_5=high, so2=high, wind_speed=med",o3=high,0.25,1.0,2.6666666666666665
"humidity=med, o3=high, pm2_5=high, wind_speed=med",so2=high,0.25,1.0,2.6666666666666665
"humidity=med, o3=high, so2=high","pm2_5=high, wind_speed=med",0.25,1.0,2.6666666666666665
"humidity=med, pm2_5=high, so2=high","o3=high, wind_speed=med",0.25,1.0,2.6666666666666665
"humidity=med, o3=high, pm2_5=high","so2=high, wind_speed=med",0.25,1.0,2.6666666666666665
"o3=high, so2=high, wind_speed=med","humidity=med, pm2_5=high",0.25,1.0,2.6666666666666665
"pm2_5=high, so2=high, wind_speed=med","humidity=med, o3=high",0.25,1.0,2.6666666666666665
"o3=high, pm2_5=high, wind_speed=med","humidity=med, so2=high",0.25,1.0,2.6666666666666665
"o3=high, so2=high","humidity=med, pm2_5=high, wind_speed=med",0.25,1.0,2.6666666666666665
"pm2_5=high, so2=high","humidity=med, o3=high, wind_speed=med",0.25,1.0,2.6666666666666665
