datetime,pm2_5,pm10,o3,no2,so2,co,latitude,longitude,temp,humidity,wind_speed,precip,aqi,population,pop_density_per_km2,pct_elderly,pct_children,respiratory_illness_rate_per_100k,cluster
2024-08-17,82.92583333333333,93.66458333333333,17.70375,42.10541666666666,32.434999999999995,1888.39375,17.385,78.4867,24.0,83.33,14.800000000000002,0.0,143.02150613472205,10000000.0,10500.0,7.599999999999999,23.899999999999995,800.0,1.0
2024-08-18,71.5975,79.80166666666666,16.8125,41.79083333333333,30.39916666666667,1583.8149999999998,17.385,78.4867,24.0,83.33,14.800000000000002,0.0,141.3907622830994,10000000.0,10500.0,7.599999999999999,23.899999999999995,800.0,2.0
2024-08-19,111.24333333333334,125.42375,8.025416666666667,44.768750000000004,34.759166666666665,2318.4225,17.385,78.4867,24.0,83.33,14.800000000000002,0.0,179.47023241680677,10000000.0,10500.0,7.599999999999999,23.899999999999995,800.0,1.0
2024-08-20,71.30583333333333,83.42791666666666,28.27625,43.655,33.29333333333333,1619.4191666666666,17.385,78.4867,24.0,83.33,14.800000000000002,0.0,149.41911436631096,10000000.0,10500.0,7.599999999999999,23.899999999999995,800.0,2.0
2024-08-21,36.874583333333334,43.492916666666666,32.85375,25.265833333333333,19.654166666666665,1097.8779166666666,17.385,78.4867,24.0,83.33,14.800000000000002,0.0,88.63616180807027,10000000.0,10500.0,7.599999999999999,23.899999999999995,800.0,2.0
2024-08-22,16.22375,20.60375,24.577083333333334,19.004166666666666,12.534166666666666,537.3958333333334,17.385,78.4867,24.0,83.33,14.800000000000002,0.0,57.38768901134188,10000000.0,10500.0,7.599999999999999,23.899999999999995,800.0,0.0
2024-08-23,4.2325,6.874583333333334,31.605833333333333,8.477083333333333,5.710416666666667,338.65416666666664,17.385,78.4867,24.0,83.33,14.800000000000002,0.0,17.635416666666668,10000000.0,10500.0,7.599999999999999,23.899999999999995,800.0,0.0
2024-08-24,1.74,2.91,20.92,5.57,3.13,280.38,17.385,78.4867,24.0,83.33,14.8,0.0,7.250000000000001,10000000.0,10500.0,7.6,23.9,800.0,0.0
2025-08-25,,,,,,,,,23.333333333333332,85.90666666666668,17.2,0.0,,10000000.0,10500.0,7.599999999999999,23.899999999999995,800.0,
2025-08-26,2.59,3.3,13.62,10.21,5.61,148.84,,,23.6852,86.7192,15.686,0.536,1.0,10000000.0,10500.0,7.599999999999999,23.899999999999995,800.0,0.0
2025-08-27,,,,,,,,,21.625,95.2925,21.479166666666668,3.2083333333333335,,10000000.0,10500.0,7.599999999999999,23.899999999999995,800.0,
2025-08-28,,,,,,,,,22.05,93.03208333333333,21.8,1.8958333333333333,,10000000.0,10500.0,7.599999999999999,23.899999999999995,800.0,
2025-08-29,,,,,,,,,25.0,81.25291666666666,18.662499999999998,0.049999999999999996,,10000000.0,10500.0,7.599999999999999,23.899999999999995,800.0,
2025-08-30,,,,,,,,,23.712500000000002,86.08375000000001,18.3125,0.13333333333333333,,10000000.0,10500.0,7.599999999999999,23.899999999999995,800.0,
2025-08-31,,,,,,,,,24.8125,76.48375,21.691666666666666,0.012500000000000002,,10000000.0,10500.0,7.599999999999999,23.899999999999995,800.0,
2025-09-01,,,,,,,,,24.516666666666666,76.08083333333333,21.46666666666667,0.012500000000000002,,10000000.0,10500.0,7.599999999999999,23.899999999999995,800.0,
2025-09-02,,,,,,,,,25.208333333333332,72.55833333333334,22.166666666666668,0.008333333333333333,,10000000.0,10500.0,7.599999999999999,23.899999999999995,800.0,
2025-09-03,,,,,,,,,24.7625,80.62333333333333,19.849999999999998,1.5541666666666665,,10000000.0,10500.0,7.599999999999999,23.899999999999995,800.0,
2025-09-04,,,,,,,,,22.05,92.93416666666667,22.295833333333334,0.8041666666666666,,10000000.0,10500.0,7.599999999999999,23.899999999999995,800.0,
2025-09-05,,,,,,,,,21.704166666666666,90.30833333333334,22.441666666666666,0.7999999999999999,,10000000.0,10500.0,7.599999999999999,23.899999999999995,800.0,
2025-09-06,,,,,,,,,24.175,78.22916666666667,20.495833333333334,0.05833333333333334,,10000000.0,10500.0,7.599999999999999,23.899999999999995,800.0,
2025-09-07,,,,,,,,,23.541666666666668,80.015,21.325,0.020833333333333332,,10000000.0,10500.0,7.599999999999999,23.899999999999995,800.0,
2025-09-08,,,,,,,,,23.995833333333334,77.04833333333333,18.820833333333333,0.08750000000000001,,10000000.0,10500.0,7.599999999999999,23.899999999999995,800.0,
2025-09-09,,,,,,,,,25.166666666666668,70.50388888888888,16.66111111111111,0.011111111111111112,,10000000.0,10500.0,7.599999999999999,23.9,800.0,
