datetime,pm2_5,pm10,o3,no2,so2,co,latitude,longitude,temp,humidity,wind_speed,precip,aqi,population,pop_density_per_km2,pct_elderly,pct_children,respiratory_illness_rate_per_100k,dow,month
2025-06-30 00:00:00+00:00,,,,,,,,,,,,,,,,,,,0,6
2025-07-01 00:00:00+00:00,,,,,,,,,,,,,,,,,,,1,7
2025-07-02 00:00:00+00:00,,,,,,,,,,,,,,,,,,,2,7
2025-07-03 00:00:00+00:00,,,,,,,,,,,,,,,,,,,3,7
2025-07-04 00:00:00+00:00,,,,,,,,,,,,,,,,,,,4,7
2025-07-05 00:00:00+00:00,,,,,,,,,,,,,,,,,,,5,7
2025-07-06 00:00:00+00:00,,,,,,,,,,,,,,,,,,,6,7
2025-07-07 00:00:00+00:00,,,,,,,,,,,,,,,,,,,0,7
2025-07-08 00:00:00+00:00,,,,,,,,,,,,,,,,,,,1,7
2025-07-09 00:00:00+00:00,,,,,,,,,,,,,,,,,,,2,7
2025-07-10 00:00:00+00:00,,,,,,,,,,,,,,,,,,,3,7
2025-07-11 00:00:00+00:00,,,,,,,,,,,,,,,,,,,4,7
2025-07-12 00:00:00+00:00,,,,,,,,,,,,,,,,,,,5,7
2025-07-13 00:00:00+00:00,,,,,,,,,,,,,,,,,,,6,7
2025-07-14 00:00:00+00:00,,,,,,,,,,,,,,,,,,,0,7
2025-07-15 00:00:00+00:00,,,,,,,,,,,,,,,,,,,1,7
